province,country,date,lat,long,confirmed,deaths,recovered,active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Espirito Santo,Brazil,04-01-2021,-19.1834,-40.3089,251643,5122,229191,17330,"Espirito Santo, Brazil",6261.878989,2.035423199
Goias,Brazil,04-01-2021,-15.827,-49.8362,309341,6805,299025,3511,"Goias, Brazil",4407.600415,2.19983772
Maranhao,Brazil,04-01-2021,-4.9609,-45.2744,201017,4518,190889,5610,"Maranhao, Brazil",2841.156997,2.247571101
Mato Grosso,Brazil,04-01-2021,-12.6819,-56.9211,180380,4488,171057,4835,"Mato Grosso, Brazil",5176.689915,2.488080718
Mato Grosso do Sul,Brazil,04-01-2021,-20.7722,-54.7852,135917,2372,120550,12995,"Mato Grosso do Sul, Brazil",4890.884661,1.745182722
Minas Gerais,Brazil,04-01-2021,-18.5122,-44.555,550672,12037,496827,41808,"Minas Gerais, Brazil",2601.338924,2.185874713
Para,Brazil,04-01-2021,-1.9981,-54.9306,294010,7217,276598,10195,"Para, Brazil",3417.582398,2.454678412
Paraiba,Brazil,04-01-2021,-7.24,-36.782,168044,3706,127564,36774,"Paraiba, Brazil",4182.147553,2.205374783
Parana,Brazil,04-01-2021,-25.2521,-52.0215,421315,8028,306796,106491,"Parana, Brazil",3684.769848,1.905462659
Pernambuco,Brazil,04-01-2021,-8.8137,-36.9541,223540,9679,189942,23919,"Pernambuco, Brazil",2339.001144,4.329873848
Piaui,Brazil,04-01-2021,-7.7183,-42.7289,143489,2854,140229,406,"Piaui, Brazil",4383.716742,1.989002641
Rio Grande do Norte,Brazil,04-01-2021,-5.4026,-36.9541,119079,3000,68394,47685,"Rio Grande do Norte, Brazil",3395.608541,2.519335903
Rio Grande do Sul,Brazil,04-01-2021,-30.0346,-51.2177,454757,8954,432038,13765,"Rio Grande do Sul, Brazil",3997.076971,1.968963644
Rio de Janeiro,Brazil,04-01-2021,-22.9068,-43.1729,435739,25616,406061,4062,"Rio de Janeiro, Brazil",2523.836887,5.878748517
Rondonia,Brazil,04-01-2021,-11.5057,-63.5806,96906,1832,81914,13160,"Rondonia, Brazil",5452.657936,1.890491817
Roraima,Brazil,04-01-2021,-2.7376,-62.0751,68875,787,65405,2683,"Roraima, Brazil",11369.99576,1.142649728
Santa Catarina,Brazil,04-01-2021,-27.2423,-50.2189,497345,5314,469769,22262,"Santa Catarina, Brazil",6941.517321,1.068473595
Sao Paulo,Brazil,04-01-2021,-23.5505,-46.6333,1471422,46845,1294620,129957,"Sao Paulo, Brazil",3204.382565,3.183654995
Sergipe,Brazil,04-01-2021,-10.5741,-37.3857,114685,2508,99959,12218,"Sergipe, Brazil",4989.132969,2.186859659
Tocantins,Brazil,04-01-2021,-10.1753,-48.2982,90703,1242,81298,8163,"Tocantins, Brazil",5766.734102,1.369304213
,Brunei,04-01-2021,4.5353,114.7277,172,3,149,20,Brunei,39.31581341,1.744186047
,Bulgaria,04-01-2021,42.7339,25.4858,203051,7678,122411,72962,Bulgaria,2922.25095,3.781316024
,Burkina Faso,04-01-2021,12.2383,-1.5616,7051,86,5259,1706,Burkina Faso,33.73155158,1.219685151
,Burma,04-01-2021,21.9162,95.956,126345,2728,109548,14069,Burma,232.2100319,2.159167359
,Burundi,04-01-2021,-3.3731,29.9189,833,2,687,144,Burundi,7.005427146,0.240096038
,Cabo Verde,04-01-2021,16.5388,-23.0418,11920,113,11580,227,Cabo Verde,2143.931164,0.947986577
,Cambodia,04-01-2021,11.55,104.9167,382,0,362,20,Cambodia,2.284829611,0
,Cameroon,04-01-2021,3.848,11.5021,26848,448,24892,1508,Cameroon,101.138166,1.668653159
Alberta,Canada,04-01-2021,53.9333,-116.5765,104228,1046,84827,18355,"Alberta, Canada",2361.761881,1.003569099
British Columbia,Canada,04-01-2021,53.7267,-127.6476,51990,901,42127,8962,"British Columbia, Canada",1017.234285,1.733025582
Diamond Princess,Canada,21-12-2020,,,0,1,0,,"Diamond Princess, Canada",,
Grand Princess,Canada,21-12-2020,,,13,0,13,0,"Grand Princess, Canada",,0
Manitoba,Canada,04-01-2021,53.7609,-98.8139,25126,683,19982,4461,"Manitoba, Canada",1824.006528,2.718299769
New Brunswick,Canada,04-01-2021,46.5653,-66.4619,618,9,567,42,"New Brunswick, Canada",79.23148028,1.45631068
Newfoundland and Labrador,Canada,04-01-2021,53.1355,-57.6604,390,4,374,12,"Newfoundland and Labrador, Canada",74.80364044,1.025641026
Northwest Territories,Canada,04-01-2021,64.8255,-124.8457,24,0,24,0,"Northwest Territories,Canada",53.44735436,0
Nova Scotia,Canada,04-01-2021,44.682,-63.7443,1499,65,1407,27,"Nova Scotia, Canada",153.3571298,4.336224149
Nunavut,Canada,04-01-2021,70.2998,-83.1076,266,1,265,0,"Nunavut, Canada",685.9205776,0.37593985
Ontario,Canada,04-01-2021,51.2538,-85.3232,195368,4664,168308,22396,"Ontario, Canada",1327.965589,2.387289628
Prince Edward Island,Canada,04-01-2021,46.5107,-63.4168,94,0,89,5,"Prince Edward Island, Canada",59.43423665,0
Quebec,Canada,04-01-2021,52.9399,-73.5491,212962,8473,179456,22501,"Quebec, Canada",2463.247016,3.969016281
Repatriated Travellers,Canada,04-01-2021,,,13,0,13,0,"Repatriated Travellers, Canada",,0
Saskatchewan,Canada,04-01-2021,52.9399,-106.4509,16083,158,13084,2841,"Saskatchewan, Canada",1361.044491,0.98240378
Yukon,Canada,04-01-2021,64.2823,-135,60,1,59,0,"Yukon, Canada",146.0635863,1.666666667
,Central African Republic,04-01-2021,6.6111,20.9394,4963,63,1924,2976,Central African Republic,102.7586441,1.269393512
,Chad,04-01-2021,15.4542,18.7322,2213,104,1720,389,Chad,13.47265918,4.699502937
Antofagasta,Chile,04-01-2021,-23.6509,-70.3975,24132,586,22848,698,"Antofagasta, Chile",3972.123371,2.428310956
Araucania,Chile,04-01-2021,-38.9489,-72.3311,23556,316,22200,1040,"Araucania, Chile",2460.866004,1.341484123
Arica y Parinacota,Chile,04-01-2021,-18.594,-69.4785,10934,227,10458,249,"Arica y Parinacota, Chile",4836.597838,2.076092921
Atacama,Chile,04-01-2021,-27.5661,-70.0503,8581,114,8364,103,"Atacama, Chile",2969.779611,1.32851649
Aysen,Chile,04-01-2021,-45.9864,-73.7669,1619,15,1485,119,"Aysen, Chile",1569.437174,0.926497838
Biobio,Chile,04-01-2021,-37.4464,-72.1416,48716,819,45250,2647,"Biobio, Chile",3129.229415,1.68117251
Coquimbo,Chile,04-01-2021,-29.959,-71.3389,14393,303,13834,256,"Coquimbo, Chile",1899.850314,2.105190023
Los Lagos,Chile,04-01-2021,-41.9198,-72.1416,26830,269,24873,1688,"Los Lagos, Chile",3237.569807,1.00260902
Los Rios,Chile,04-01-2021,-40.231,-72.3311,9276,102,8464,710,"Los Rios, Chile",2410.371144,1.099611902
Magallanes,Chile,04-01-2021,-52.368,-70.9863,17142,233,16427,482,"Magallanes, Chile",10293.45535,1.359234628
Maule,Chile,04-01-2021,-35.5183,-71.6885,26348,568,24142,1638,"Maule, Chile",2521.460357,2.155761348
Metropolitana,Chile,04-01-2021,-33.4376,-70.6505,321248,10848,306045,4355,"Metropolitana, Chile",4516.472257,3.376830362
Nuble,Chile,04-01-2021,-36.7226,-71.7622,10965,221,10137,607,"Nuble, Chile",2281.480372,2.015503876
OHiggins,Chile,04-01-2021,-34.5755,-71.0022,21858,594,20733,531,"OHiggins, Chile",2390.014816,2.717540489
Tarapaca,Chile,04-01-2021,-19.9232,-69.5132,16108,290,15111,707,"Tarapaca, Chile",4872.972368,1.800347653
Unknown,Chile,04-01-2021,,,59,1,44,14,"Unknown, Chile",,1.694915254
Valparaiso,Chile,04-01-2021,-33.0472,-71.6127,36426,1261,34042,1123,"Valparaiso, Chile",2005.945255,3.461812991
Anhui,China,04-01-2021,31.8257,117.2264,993,6,986,1,"Anhui, China",1.570208729,0.604229607
Beijing,China,04-01-2021,40.1824,116.4142,992,9,944,39,"Beijing, China",4.60538533,0.907258065
Chongqing,China,04-01-2021,30.0572,107.874,590,6,584,0,"Chongqing, China",1.901998711,1.016949153
Fujian,China,04-01-2021,26.0789,117.9874,517,1,489,27,"Fujian, China",1.311849784,0.193423598
Gansu,China,04-01-2021,35.7518,104.2861,182,2,180,0,"Gansu, China",0.690178233,1.098901099
Guangdong,China,04-01-2021,23.3417,113.4244,2053,8,2012,33,"Guangdong, China",1.809448264,0.389673648
Guangxi,China,04-01-2021,23.8298,108.7881,264,2,261,1,"Guangxi, China",0.53593179,0.757575758
Guizhou,China,04-01-2021,26.8154,106.8748,147,2,145,0,"Guizhou, China",0.408333333,1.360544218
Hainan,China,04-01-2021,19.1959,109.7453,171,6,165,0,"Hainan, China",1.830835118,3.50877193
Hebei,China,04-01-2021,37.8957,114.9042,378,6,367,5,"Hebei, China",0.50026469,1.587301587
Heilongjiang,China,04-01-2021,47.862,127.7615,969,13,946,10,"Heilongjiang, China",2.568248078,1.341589267
Henan,China,04-01-2021,33.882,113.614,1299,22,1270,7,"Henan, China",1.352420614,1.69361047
Hong Kong,China,04-01-2021,22.3,114.2,8964,150,8011,803,"Hong Kong, China",119.5680185,1.673360107
Hubei,China,04-01-2021,30.9756,112.2707,68149,4512,63637,0,"Hubei, China",115.1749197,6.620786805
Hunan,China,04-01-2021,27.6104,111.7088,1021,4,1016,1,"Hunan, China",1.479924627,0.391772772
Inner Mongolia,China,04-01-2021,44.0935,113.9448,366,1,345,20,"Inner Mongolia, China",1.444356748,0.273224044
Jiangsu,China,04-01-2021,32.9711,119.455,684,0,683,1,"Jiangsu, China",0.849583903,0
Jiangxi,China,04-01-2021,27.614,115.7221,935,1,934,0,"Jiangxi, China",2.0116179,0.106951872
Jilin,China,04-01-2021,43.6661,126.1923,157,2,155,0,"Jilin, China",0.580621302,1.27388535
Liaoning,China,04-01-2021,41.2956,122.6085,369,2,290,77,"Liaoning, China",0.846524432,0.54200542
Macau,China,04-01-2021,22.1667,113.55,46,0,46,0,"Macau, China",7.08409436,0
Ningxia,China,04-01-2021,37.2692,106.1655,75,0,75,0,"Ningxia, China",1.090116279,0
Qinghai,China,04-01-2021,35.7452,95.9956,18,0,18,0,"Qinghai, China",0.298507463,0
Shaanxi,China,04-01-2021,35.1917,108.8701,516,3,490,23,"Shaanxi, China",1.335403727,0.581395349
Shandong,China,04-01-2021,36.3427,118.1498,863,7,848,8,"Shandong, China",0.858962874,0.811123986
Shanghai,China,04-01-2021,31.202,121.4491,1530,7,1429,94,"Shanghai, China",6.311881188,0.45751634
Shanxi,China,04-01-2021,37.5777,112.2922,225,0,221,4,"Shanxi, China",0.605164067,0
Sichuan,China,04-01-2021,30.6171,102.7103,856,3,826,27,"Sichuan, China",1.026255845,0.35046729
Tianjin,China,04-01-2021,39.3054,117.323,314,3,300,11,"Tianjin, China",2.012820513,0.955414013
Tibet,China,04-01-2021,31.6927,88.0924,1,0,1,0,"Tibet, China",0.029069767,0
Xinjiang,China,04-01-2021,41.1129,85.2401,980,3,977,0,"Xinjiang, China",3.940490551,0.306122449
Yunnan,China,04-01-2021,24.974,101.487,230,2,215,13,"Yunnan, China",0.476190476,0.869565217
Zhejiang,China,04-01-2021,29.1832,120.0934,1306,1,1293,12,"Zhejiang, China",2.276451107,0.076569678
Amazonas,Colombia,04-01-2021,-1.4429,-71.5724,3267,125,3114,28,"Amazonas, Colombia",4265.625612,3.82614019
Antioquia,Colombia,04-01-2021,7.1986,-75.3412,268832,4864,250414,13554,"Antioquia, Colombia",4195.843924,1.809308416
Arauca,Colombia,04-01-2021,7.0762,-70.7105,4611,134,4313,164,"Arauca, Colombia",1758.755636,2.906094123
Atlantico,Colombia,04-01-2021,10.6966,-74.8741,95345,3462,88714,3169,"Atlantico, Colombia",3760.377075,3.631024175
Bolivar,Colombia,04-01-2021,8.6704,-74.03,52708,1128,50075,1505,"Bolivar, Colombia",2546.144891,2.140092586
Boyaca,Colombia,04-01-2021,5.4545,-73.362,29399,638,26943,1818,"Boyaca, Colombia",2414.948216,2.170141842
Caldas,Colombia,04-01-2021,5.2983,-75.2479,33126,652,30444,2030,"Caldas, Colombia",3318.390592,1.968242468
Capital District,Colombia,04-01-2021,4.711,-74.0721,480219,9981,436247,33991,"Capital District, Colombia",6478.444846,2.078426718
Caqueta,Colombia,04-01-2021,0.8699,-73.8419,15122,534,13786,802,"Caqueta, Colombia",3766.479281,3.531278931
Casanare,Colombia,04-01-2021,5.7589,-71.5724,8905,184,8270,451,"Casanare, Colombia",2117.696859,2.066254913
Cauca,Colombia,04-01-2021,2.705,-76.826,19099,507,17210,1382,"Cauca, Colombia",1304.141789,2.654589246
Cesar,Colombia,04-01-2021,9.3373,-73.6536,33782,1000,31159,1623,"Cesar, Colombia",2813.820722,2.960156296
Choco,Colombia,04-01-2021,5.2528,-76.826,4906,169,4659,78,"Choco, Colombia",917.3076851,3.444761517
Cordoba,Colombia,04-01-2021,8.0493,-75.574,29661,1680,27620,361,"Cordoba, Colombia",1661.882705,5.664003237
Cundinamarca,Colombia,04-01-2021,5.026,-74.03,68588,1746,63172,3670,"Cundinamarca, Colombia",2349.660507,2.545634805
Guainia,Colombia,04-01-2021,2.5854,-68.5247,1235,20,1205,10,"Guainia, Colombia",2566.820468,1.619433198
Guaviare,Colombia,04-01-2021,1.0654,-73.2603,1967,37,1911,19,"Guaviare, Colombia",2376.551041,1.881037112
Huila,Colombia,04-01-2021,2.5359,-75.5277,35421,1141,33184,1096,"Huila, Colombia",3218.961346,3.221252929
La Guajira,Colombia,04-01-2021,11.3548,-72.5205,14288,547,13231,510,"La Guajira, Colombia",1622.603798,3.828387458
Magdalena,Colombia,04-01-2021,10.4113,-74.4057,25028,1085,23117,826,"Magdalena, Colombia",1865.330696,4.335144638
Meta,Colombia,04-01-2021,3.272,-73.0877,34481,751,32605,1125,"Meta, Colombia",3316.36726,2.178011079
Narino,Colombia,04-01-2021,1.2892,-77.3579,32419,1006,29199,2214,"Narino, Colombia",1988.17362,3.103118542
Norte de Santander,Colombia,04-01-2021,7.9463,-72.8988,41108,2057,37235,1816,"Norte de Santander, Colombia",2755.802315,5.003892186
Putumayo,Colombia,04-01-2021,0.436,-75.5277,6004,245,5419,340,"Putumayo, Colombia",1724.385523,4.080612925
Quindio,Colombia,04-01-2021,4.461,-75.6674,24181,672,22165,1344,"Quindio, Colombia",4478.759187,2.779041396
Risaralda,Colombia,04-01-2021,5.3158,-75.9928,35431,779,31652,3000,"Risaralda, Colombia",3755.666996,2.198639609
San Andres y Providencia,Colombia,04-01-2021,12.5567,-81.7185,2476,39,2401,36,"San Andres y Providencia, Colombia",4040.469974,1.575121163
Santander,Colombia,04-01-2021,6.6437,-73.6536,68708,2425,62061,4222,"Santander, Colombia",3144.765491,3.529428887
Sucre,Colombia,04-01-2021,8.814,-74.7233,17579,681,16459,439,"Sucre, Colombia",1942.725031,3.873940497
Tolima,Colombia,04-01-2021,4.0925,-75.1545,45324,1304,42191,1829,"Tolima, Colombia",3407.340472,2.877062925
Unknown,Colombia,04-01-2021,,,0,0,0,0,"Unknown, Colombia",,
Valle del Cauca,Colombia,04-01-2021,3.8009,-76.6413,140303,4345,129924,6034,"Valle del Cauca, Colombia",3134.641946,3.096868919
Vaupes,Colombia,04-01-2021,0.8554,-70.812,1140,13,1121,6,"Vaupes, Colombia",2794.323112,1.140350877
Vichada,Colombia,04-01-2021,4.4234,-69.2878,1157,14,1133,10,"Vichada, Colombia",1073.204215,1.210025929
,Comoros,04-01-2021,-11.6455,43.3333,864,13,732,119,Comoros,99.35659704,1.50462963
,Congo (Brazzaville),04-01-2021,-0.228,15.8277,7107,108,5846,1153,Congo (Brazzaville),128.7945181,1.519628535
,Congo (Kinshasa),04-01-2021,-4.0383,21.7587,18102,596,14716,2790,Congo (Kinshasa),20.21183143,3.292453873
,Costa Rica,04-01-2021,9.7489,-83.7534,169321,2185,131923,35213,Costa Rica,3323.855728,1.29044832
,Cote d'Ivoire,04-01-2021,7.54,-5.5471,22648,138,21998,512,Cote d'Ivoire,85.85853321,0.609325327
,Croatia,04-01-2021,45.1,15.2,212958,4072,202442,6444,Croatia,5187.432343,1.912114126
,Cuba,04-01-2021,21.521757,-77.781167,12424,147,10676,1601,Cuba,109.6885425,1.183193818
,Cyprus,04-01-2021,35.1264,33.4299,23902,130,2057,21786,Cyprus,1985.653007,0.546425294
,Czechia,04-01-2021,49.8175,15.473,740481,11960,612214,116307,Czechia,6914.578809,1.615166358
Faroe Islands,Denmark,04-01-2021,61.8926,-6.9118,620,0,564,56,"Faroe Islands, Denmark",1268.801801,0
Greenland,Denmark,04-01-2021,71.7069,-42.6043,27,0,21,6,"Greenland, Denmark",47.55865568,0
,Denmark,04-01-2021,56.2639,9.5018,168711,1374,136598,30739,Denmark,2912.725952,0.814410442
,Diamond Princess,04-01-2021,,,712,13,699,0,Diamond Princess,,1.825842697
,Djibouti,04-01-2021,11.8251,42.5903,5842,61,5741,40,Djibouti,591.2943496,1.044162958
,Dominica,04-01-2021,15.415,-61.371,88,0,83,5,Dominica,122.2375019,0
,Dominican Republic,04-01-2021,18.7357,-70.1627,173331,2418,132935,37978,Dominican Republic,1597.829406,1.395018779
,Ecuador,04-01-2021,-1.8312,-78.1834,214614,14059,190350,10205,Ecuador,1216.421641,6.550830794
,Egypt,04-01-2021,26.820553,30.802498,142187,7805,113898,20484,Egypt,138.9434988,5.489250072
,El Salvador,04-01-2021,13.7942,-88.8965,46803,1358,41787,3658,El Salvador,721.5780085,2.901523407
,Equatorial Guinea,04-01-2021,1.6508,10.2679,5277,86,5136,55,Equatorial Guinea,376.1266158,1.629713853
,Eritrea,04-01-2021,15.1794,39.7823,1320,3,643,641,Eritrea,37.2205603,0.079872204
,Estonia,04-01-2021,58.5953,25.0136,29131,244,19323,9564,Estonia,2196.015345,0.837595688
,Eswatini,04-01-2021,-26.5225,31.4659,9943,231,7113,2599,Eswatini,857.0340055,2.323242482
,Ethiopia,04-01-2021,9.145,40.4897,125622,1948,112367,11307,Ethiopia,109.2711246,1.550683797
,Fiji,04-01-2021,-17.7134,178.065,49,2,44,3,Fiji,5.466041381,4.081632653
,Finland,04-01-2021,61.92411,25.748151,36772,561,29000,7211,Finland,663.6684993,1.525617318
French Guiana,France,04-01-2021,4,-53,13273,71,9995,3207,"French Guiana, France",4443.856677,0.534920515
French Polynesia,France,04-01-2021,-17.6797,-149.4068,16926,114,4842,11970,"French Polynesia, France",6025.546094,0.673520028
Guadeloupe,France,04-01-2021,16.265,-61.551,8620,155,2242,6223,"Guadeloupe, France",2154.316005,1.798143852
Martinique,France,04-01-2021,14.6415,-61.0242,6091,43,98,5950,"Martinique, France",1623.119662,0.705959613
Mayotte,France,04-01-2021,-12.8275,45.166244,5890,55,2964,2871,"Mayotte, France",2158.988025,0.933786078
New Caledonia,France,04-01-2021,-20.904305,165.618042,40,0,38,2,"New Caledonia, France",14.01094956,0
Reunion,France,04-01-2021,-21.1151,55.5364,9037,42,8706,289,"Reunion, France",1009.373311,0.464756003
Saint Barthelemy,France,04-01-2021,17.9,-62.8333,190,0,172,17,"Saint Barthelemy, France",1922.104198,0.526315789
Saint Pierre and Miquelon,France,04-01-2021,46.8852,-56.3159,16,0,14,2,"Saint Pierre and Miquelon, France",276.1000863,0
St Martin,France,04-01-2021,18.0708,-63.0501,995,12,855,128,"St Martin, France",2573.786182,1.206030151
Wallis and Futuna,France,04-01-2021,-14.2938,-178.1165,4,0,1,3,"Wallis and Futuna, France",26.16260056,0
,France,04-01-2021,46.2276,2.2137,2651893,64671,171381,2415841,France,4062.739875,2.438673054
,Gabon,04-01-2021,-0.8037,11.6094,9571,64,9388,119,Gabon,430.0166058,0.668686658
,Gambia,04-01-2021,13.4432,-15.3101,3800,124,3669,7,Gambia,157.2415528,3.263157895
,Georgia,04-01-2021,42.3154,43.3569,229169,2603,220442,6124,Georgia,5744.771789,1.135842981
Baden-Wurttemberg,Germany,04-01-2021,48.6616,9.3501,244930,4947,194911,45072,"Baden-Wurttemberg, Germany",2212.649802,2.019760748
Bayern,Germany,04-01-2021,48.7904,11.4979,334567,6925,270001,57641,"Bayern, Germany",2558.493066,2.069839524
Berlin,Germany,04-01-2021,52.52,13.405,98765,1305,80457,17003,"Berlin, Germany",2709.731548,1.321318281
Brandenburg,Germany,04-01-2021,52.4125,12.5316,47561,1178,33476,12907,"Brandenburg, Germany",1893.414472,2.476819243
Bremen,Germany,04-01-2021,53.0793,8.8017,13756,204,12067,1485,"Bremen, Germany",2014.096921,1.482989241
Hamburg,Germany,04-01-2021,53.5511,9.9937,37571,661,27864,9046,"Hamburg, Germany",2040.594641,1.759335658
Hessen,Germany,04-01-2021,50.6521,9.1624,140371,2991,111428,25952,"Hessen, Germany",2240.269373,2.130781999
Mecklenburg-Vorpommern,Germany,04-01-2021,53.6127,12.4296,12566,179,9857,2530,"Mecklenburg-Vorpommern, Germany",780.6544799,1.424478752
Niedersachsen,Germany,04-01-2021,52.6367,9.8451,110777,2041,94504,14232,"Niedersachsen, Germany",1387.757239,1.842440218
Nordrhein-Westfalen,Germany,04-01-2021,51.4332,7.6616,402519,6820,332584,63115,"Nordrhein-Westfalen, Germany",2244.615144,1.694329957
Rheinland-Pfalz,Germany,04-01-2021,50.1183,7.309,74440,1476,55568,17396,"Rheinland-Pfalz, Germany",1822.346214,1.982804944
Saarland,Germany,04-01-2021,49.3964,7.023,20670,478,18401,1791,"Saarland, Germany",2086.805875,2.312530237
Sachsen,Germany,04-01-2021,51.1045,13.2017,139761,3378,104500,31883,"Sachsen, Germany",3427.24765,2.416983279
Sachsen-Anhalt,Germany,04-01-2021,51.9503,11.6923,32438,708,24463,7267,"Sachsen-Anhalt, Germany",1468.89877,2.182625316
Schleswig-Holstein,Germany,04-01-2021,54.2194,9.6961,25751,446,19433,5872,"Schleswig-Holstein, Germany",888.9734292,1.731971574
Thuringen,Germany,04-01-2021,51.011,10.8453,44696,1054,32637,11005,"Thuringen, Germany",2085.533177,2.358152855
Unknown,Germany,04-01-2021,,,2757,0,0,2757,"Unknown, Germany",,0
,Ghana,04-01-2021,7.9465,-1.0232,55168,335,53928,905,Ghana,177.543519,0.607236079
,Greece,04-01-2021,39.0742,21.8243,140099,4957,93764,41378,Greece,1344.125945,3.538212264
,Grenada,04-01-2021,12.1165,-61.679,127,1,107,19,Grenada,112.8698264,0
,Guatemala,04-01-2021,15.7835,-90.2308,138475,4833,127450,6192,Guatemala,772.9311609,3.490160679
,Guinea,04-01-2021,9.9456,-9.6966,13784,81,13153,550,Guinea,104.9586409,0.587637841
,Guinea-Bissau,04-01-2021,11.8037,-15.1804,2455,45,2398,12,Guinea-Bissau,124.7460617,1.83299389
,Guyana,04-01-2021,4.860416,-58.93018,6358,164,5899,295,Guyana,808.3309707,2.579427493
,Haiti,04-01-2021,18.9712,-72.2852,10077,236,8672,1219,Haiti,88.81359957,2.330403871
,Holy See,04-01-2021,41.9029,12.4534,27,0,15,12,Holy See,3337.453646,0
,Honduras,04-01-2021,15.2,-86.2419,123369,3180,57348,62841,Honduras,1245.571758,2.577632955
,Hungary,04-01-2021,47.1625,19.5033,327995,9884,168381,149730,Hungary,3395.270358,3.013460571
,Iceland,04-01-2021,64.9631,-19.0208,5754,29,5578,147,Iceland,1686.153846,0.503997219
Andaman and Nicobar Islands,India,04-01-2021,11.225999,92.968178,4948,62,4846,40,"Andaman and Nicobar Islands, India",1186.468314,1.253031528
Andhra Pradesh,India,04-01-2021,15.9129,79.74,883082,7115,872897,3070,"Andhra Pradesh, India",1638.267929,0.805700943
Arunachal Pradesh,India,04-01-2021,27.768456,96.384277,16732,56,16583,93,"Arunachal Pradesh, India",1065.42168,0.334688023
Assam,India,04-01-2021,26.357149,92.830441,216304,1052,212132,3120,"Assam, India",607.4753927,0.486352541
Bihar,India,04-01-2021,25.679658,85.60484,252857,1405,246979,4473,"Bihar, India",202.6098958,0.555650031
Chandigarh,India,04-01-2021,30.733839,76.768278,19881,320,19280,281,"Chandigarh, India",1716.138399,1.609576983
Chhattisgarh,India,04-01-2021,21.264705,82.035366,282368,3400,268988,9980,"Chhattisgarh, India",959.2532414,1.204102448
Dadra and Nagar Haveli and Daman and Diu,India,04-01-2021,20.194742,73.080901,3379,2,3368,9,"Dadra and Nagar Haveli and Daman and Diu, India",548.7848452,0.059189109
Delhi,India,04-01-2021,28.646519,77.10898,626872,10585,611243,5044,"Delhi, India",3350.299894,1.688542478
Goa,India,04-01-2021,15.359682,74.057396,51295,741,49653,901,"Goa, India",3233.727344,1.444585242
Gujarat,India,04-01-2021,22.694884,71.590923,247228,4318,233660,9250,"Gujarat, India",387.0654678,1.746565923
Haryana,India,04-01-2021,29.20004,76.332824,263068,2917,257261,2890,"Haryana, India",932.7100611,1.108838779
Himachal Pradesh,India,04-01-2021,31.927213,77.233081,55686,944,52912,1830,"Himachal Pradesh, India",747.2669924,1.695219624
Jammu and Kashmir,India,04-01-2021,33.75943,76.612638,121653,1886,116792,2975,"Jammu and Kashmir, India",894.0918632,1.550311131
Jharkhand,India,04-01-2021,23.654536,85.557631,115529,1035,112893,1601,"Jharkhand, India",299.344861,0.895878957
Karnataka,India,04-01-2021,14.70518,76.166436,921938,12107,898919,10912,"Karnataka, India",1364.566826,1.313211951
Kerala,India,04-01-2021,10.450898,76.405749,775852,3141,707244,65467,"Kerala, India",2173.28881,0.404845254
Ladakh,India,04-01-2021,34.1526,77.5771,9556,127,9173,256,"Ladakh, India",3483.916599,1.329007953
Lakshadweep,India,04-01-2021,13.6999972,72.1833326,0,0,0,0,"Lakshadweep, India",0,
Madhya Pradesh,India,04-01-2021,23.541513,78.289633,244026,3641,231533,8852,"Madhya Pradesh, India",285.882098,1.492054125
Maharashtra,India,04-01-2021,19.449759,76.108221,1942136,49666,1836999,55471,"Maharashtra, India",1577.12311,2.55728744
Manipur,India,04-01-2021,24.738975,93.882541,28281,358,26815,1108,"Manipur, India",914.7853258,1.265867544
Meghalaya,India,04-01-2021,25.536934,91.278882,13460,139,13186,135,"Meghalaya, India",399.7968343,1.03268945
Mizoram,India,04-01-2021,23.309381,92.83822,4223,8,4127,88,"Mizoram, India",340.7722773,0.189438788
Nagaland,India,04-01-2021,26.06702,94.470302,11930,79,11673,178,"Nagaland, India",530.2941065,0.662196144
Odisha,India,04-01-2021,20.505428,84.418059,330309,1883,326209,2217,"Odisha, India",712.5434035,0.570072266
Puducherry,India,04-01-2021,11.882658,78.86498,38224,633,37233,358,"Puducherry, India",2704.12906,1.656027627
Punjab,India,04-01-2021,30.841465,75.40879,167219,5376,158482,3361,"Punjab, India",554.7822921,3.21494567
Rajasthan,India,04-01-2021,26.583423,73.847973,309821,2710,298620,8491,"Rajasthan, India",382.3407613,0.874698616
Sikkim,India,04-01-2021,27.571671,88.472712,5920,129,5285,506,"Sikkim, India",857.6590255,2.179054054
Tamil Nadu,India,04-01-2021,11.006091,78.400624,820712,12156,800429,8127,"Tamil Nadu, India",1054.340495,1.48115295
Telangana,India,04-01-2021,18.1124,79.0193,287740,1551,281083,5106,"Telangana, India",730.9960091,0.539028289
Tripura,India,04-01-2021,23.746783,91.743565,33283,385,32815,83,"Tripura, India",798.1929083,1.156746687
Unknown,India,04-01-2021,,,0,0,0,0,"Unknown, India",,
Uttar Pradesh,India,04-01-2021,26.925425,80.560982,588171,8403,566910,12858,"Uttar Pradesh, India",247.2525065,1.428666153
Uttarakhand,India,04-01-2021,30.156447,79.197608,91811,1527,85908,4376,"Uttarakhand, India",816.0355415,1.663199399
West Bengal,India,04-01-2021,23.814082,87.979803,554975,9792,534737,10446,"West Bengal, India",557.1517753,1.764403802
,Indonesia,04-01-2021,-0.7893,113.9213,765350,22734,631937,110679,Indonesia,279.8113001,2.970405697
